# mc delta_mc R14 log_alpha_dyn log_f_disk theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185972854792128883e+00 2.070458408166835074e-01 1.791475018217049708e+01 7.331064316887720977e-01 -1.390304876590521932e+00 5.587204334438082398e+00 3.004513365026244623e-02 1.901250871280756385e-02 5.877620950849668624e+00 2.032224268656619356e-02 1.423689696398978688e-01 2.607849088418599109e-02 1.423689696398978688e-01 -3.801997539843000595e+00 -2.298298796214064410e+00 2.128972044601108848e+01 3.184186446449381922e-05
1.185931258096181606e+00 2.126055423982224080e-01 1.719966320345327659e+01 3.631539562791570308e-01 -1.340999887727874818e+00 5.213027854510515979e+00 2.827695836311934496e-02 2.770145196296203149e-02 9.291728291320156430e+00 2.127118121432933912e-02 1.474829265712116477e-01 2.719717334147966556e-02 1.474829265712116477e-01 -7.586982472851332204e+00 -2.513922466952275059e+00 2.128972044601108848e+01 5.828492588679164549e-07
1.185959836897932940e+00 2.141715867806533447e-01 1.762260499942379255e+01 4.882671961879873623e-01 -1.352830558802892158e+00 5.785283223634895222e+00 3.379434801320228832e-02 1.656795710458486628e-02 4.133110273737384155e+00 2.193589172427981224e-02 1.430429864637454695e-01 2.775104394402387945e-02 1.430429864637454695e-01 -6.537084925000044677e+00 -2.181130640098919660e+00 2.128972044601108848e+01 2.323007511975152892e-06
1.185961101938313833e+00 2.055512991380112342e-01 1.812555464691732965e+01 9.743103625747091545e-01 -1.397963705682169877e+00 5.695752847910998895e+00 3.386589333771500288e-02 1.499828344240296089e-02 7.072087185146465949e+00 1.982849508453429430e-02 1.409343611911001437e-01 2.613453782255459323e-02 1.409343611911001437e-01 -1.327939691796757415e+00 -2.236737725216956907e+00 2.128972044601108848e+01 4.019793968171835041e-04
1.185947210223893045e+00 1.800540786154421480e-01 1.732008814423902976e+01 1.009214311359382110e+00 -1.352382676068326184e+00 5.893676282507393616e+00 1.611769950614401134e-02 2.271796133692132943e-02 1.024079248933825426e+01 1.946426436129487791e-02 1.544514372829796089e-01 2.600624900837715872e-02 1.544514372829796089e-01 -5.446558781835847185e+00 -2.136543004172946514e+00 2.128972044601108848e+01 7.228101871296973983e-06
1.185928599223455837e+00 1.812263155076173082e-01 1.708782045917253711e+01 7.502465597910322748e-01 -1.320943185441772583e+00 5.500812238240712304e+00 1.492287546569658584e-02 2.142824918328392267e-02 8.592914786897422275e+00 1.953015037042234170e-02 1.563174109265810241e-01 2.721867386679141174e-02 1.563174109265810241e-01 -5.825302970898633248e+00 -2.360794885520302255e+00 2.128972044601108848e+01 3.954999189154770450e-06
1.186007203489704898e+00 2.025352314820354216e-01 1.771027094739917374e+01 6.808051889676502988e-01 -1.377476176026961596e+00 5.680697668768623920e+00 3.405978120897405759e-02 1.382899500684674557e-02 2.602455142838791424e+00 1.935980760036928872e-02 1.454133238147221618e-01 2.619879919696452980e-02 1.454133238147221618e-01 -2.538361558789233641e+00 -2.246858653741260259e+00 2.128972044601108848e+01 1.186120448598500964e-04
1.185960187574104374e+00 2.078726055941191586e-01 1.743759325187891562e+01 4.496949164148238420e-01 -1.369261486492827418e+00 5.707019513753482265e+00 3.063317085617848004e-02 2.248796282117070805e-02 8.801899346260120272e-01 1.918385037212389302e-02 1.464899216977548768e-01 2.605205915805177547e-02 1.464899216977548768e-01 -3.006807271679349469e+00 -2.229091560891266255e+00 2.128972044601108848e+01 7.557907204419262218e-05
1.185955806087656050e+00 1.914596650644925790e-01 1.766589905354622303e+01 9.560160440234517498e-01 -1.373090663571910230e+00 5.504059022971425463e+00 1.527721116843577809e-02 2.734599990476043949e-02 1.337096360159365638e+01 1.821419205839084829e-02 1.486412299658107505e-01 2.608007195830846711e-02 1.486412299658107505e-01 -6.304205027734099076e+00 -2.354147766809141284e+00 2.128972044601108848e+01 2.466315799744224991e-06
1.185994778454226406e+00 1.999647646788542121e-01 1.757143799364730441e+01 6.300859251377662895e-01 -1.363776748267465200e+00 5.588186448182245414e+00 1.759582537456334111e-02 3.146592591835210839e-02 3.964797114130889533e+00 1.847583217436836803e-02 1.473395127502910018e-01 2.657847381047202112e-02 1.473395127502910018e-01 -4.789380402148651683e+00 -2.301322086620798402e+00 2.128972044601108848e+01 1.182689013456766984e-05
