# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186278213988907648e+00 6.579999352030717619e-01 1.650693861187483691e+01 -1.268249683469032441e+00 -1.388600706898588832e+00 -7.774585368155942922e-01 5.522748838948147387e+00 4.300697855981214755e-03 6.778945003181650886e-03 3.046239766949755179e+00 1.961339312796519727e-02 1.374802022387994482e-01 2.690542116430387834e-02 1.374802022387994482e-01 -3.774719238281250000e-01 -3.093356093023992059e+00 1.477175290103884997e+01 3.826065913359335234e-04
1.186158975967498419e+00 3.793330342135520783e-01 1.481737485034383184e+01 -5.664849393186731641e-01 -1.298344863105458380e+00 -3.754796787894002508e-01 5.657612495660935714e+00 1.152375889289714191e-02 2.797171231514315737e-02 4.781305234072363852e+00 1.994043402510925142e-02 1.470666729372864245e-01 2.639299864180849609e-02 1.470666729372864245e-01 -5.601043701171875000e-01 -3.510088312234437957e+00 1.477175290103884997e+01 2.101123986303153179e-04
1.186051581022583790e+00 2.066718507462426968e-01 1.536556899092353845e+01 1.045541388794576365e-01 -1.243341138755787778e+00 4.113545658751320278e-01 5.310181580980329663e+00 1.411642751231055072e-03 3.518286646209321539e-03 1.063497567626698093e+01 2.136847078157393803e-02 1.380837161649058065e-01 2.630900261636942225e-02 1.380837161649058065e-01 -2.115371704101562500e+00 -3.845962475868610397e+00 1.477175290103884997e+01 3.170584730634796371e-05
1.186895001708907937e+00 4.513850665402922013e-01 1.280878417602919406e+01 -7.670761244907939869e-01 -1.212342287443364475e+00 1.396205280125536463e-01 5.581699074180119347e+00 5.116987856391466347e-03 1.886631546739379536e-02 4.925801078920208020e+00 1.830635369963549280e-02 1.386926532764146125e-01 2.604374385657323362e-02 1.386926532764146125e-01 -5.690917968750000000e-01 -3.466158909734807558e+00 1.477175290103884997e+01 2.175839155731349741e-04
1.185805283919979303e+00 5.670225647094339072e-01 1.335295073666274845e+01 -1.016725439277186727e+00 -1.268064684433418465e+00 -8.655288469534312412e-01 4.983560968046234940e+00 2.366610005851322359e-03 1.131743315487366945e-02 4.371167049254598425e+00 1.944679080740801744e-02 1.471036528647597375e-01 2.753560260036479884e-02 1.471036528647597375e-01 -3.273101806640625000e+00 -3.627135679840777893e+00 1.477175290103884997e+01 1.239877670566199466e-05
1.187137833236771245e+00 5.663414322407431811e-01 1.358250696316036432e+01 -1.049934110203658344e+00 -1.287185597879705767e+00 -1.033256019428780537e+00 5.596099986809242033e+00 2.573125921125695575e-02 1.125169082956820402e-02 8.051057372616650554e+00 1.814336035879319381e-02 1.433025280935506240e-01 2.698843864069345663e-02 1.433025280935506240e-01 -7.512512207031250000e-01 -3.266955014765597909e+00 1.477175290103884997e+01 2.213243042639331782e-04
1.186079275336158867e+00 5.612254013278309417e-01 1.322970505438238398e+01 -9.742300833278583205e-01 -1.275635662410101512e+00 -7.929400821450491854e-01 5.814861236422150803e+00 6.894923121065162086e-03 1.025969408032676410e-02 3.593983861560034576e+00 2.068651673799482699e-02 1.525754323374366173e-01 2.658093028844469782e-02 1.525754323374366173e-01 -2.396453857421875000e+00 -3.152911723324511417e+00 1.477175290103884997e+01 4.786907694633265914e-05
1.186119573703569019e+00 2.947317354028208269e-01 1.452628387073518645e+01 -3.001719065236896355e-01 -1.233858658877225567e+00 1.084512213989817786e-01 5.641342685550402081e+00 2.183911869711976581e-02 1.698112000559293816e-02 6.945403621163931618e+00 2.086508434316590097e-02 1.490856431157824569e-01 2.666530731262832868e-02 1.490856431157824569e-01 -9.551544189453125000e-01 -3.596845192845224304e+00 1.477175290103884997e+01 1.297793485674386444e-04
1.186592227230666152e+00 4.626514834734481996e-01 1.288825781376321089e+01 -8.228131469435681078e-01 -1.208393364754910104e+00 7.008204052066341339e-02 5.047060307535110368e+00 1.711619725006873968e-02 4.090052513946303321e-03 1.378139046839068271e+01 1.717343284698467226e-02 1.378044110321325344e-01 2.700924835172673066e-02 1.378044110321325344e-01 -2.937927246093750000e+00 -3.764853292355578418e+00 1.477175290103884997e+01 1.510543726841775699e-05
1.186652850649369428e+00 2.782048893207038631e-01 1.472151025598211405e+01 -2.461738455406917714e-01 -1.238940218069965571e+00 1.834531847977873831e-01 5.366374913331552143e+00 2.984963217559536211e-02 1.526105646882103435e-02 2.042198953551885410e+00 2.061390931713604630e-02 1.454588518802424069e-01 2.656169333182088754e-02 1.454588518802424069e-01 -6.772918701171875000e-01 -3.768214019541542559e+00 1.477175290103884997e+01 1.443627763615926195e-04
1.186228352657281881e+00 3.869601853953290593e-01 1.521210152581901376e+01 -6.380375588827367217e-01 -1.326546679701814391e+00 -4.302120404010076893e-01 5.339361106642563470e+00 2.388346351893360503e-02 1.724338578783841600e-02 6.955137181338765018e+00 1.764481830697168380e-02 1.377790434621670168e-01 2.609501452421921289e-02 1.377790434621670168e-01 -1.682098388671875000e+00 -3.686414407806455795e+00 1.477175290103884997e+01 5.735858372377134753e-05
