# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186883750593807685e+00 9.554407188924740613e-02 1.657037115467652910e+01 1.181042745542031147e+00 -8.126316043129973021e-01 4.859638060253486103e-01 5.732862957746214683e+00 8.559613151410322418e-03 1.976169439703890848e-02 9.862798573656284873e+00 1.800831369279098232e-02 1.384794423859736223e-01 2.710451933375149225e-02 1.384794423859736223e-01 -9.345703125000000000e-01 -3.354165756331569437e+00 1.353159261583332729e+01 6.799779490581740477e-05
1.187143322928507105e+00 1.590498117421381141e-01 2.391588191627710813e+01 1.638172260447134043e+00 -8.121025087253469499e-01 -3.860462455187665398e-01 5.621687212986478777e+00 2.365507507121880626e-02 9.102735853496820781e-03 1.967422312157472764e+00 1.818979045341492795e-02 1.416034622761809803e-01 2.725924474421069499e-02 1.416034622761809803e-01 -7.632904052734375000e-01 -3.397898603488580083e+00 1.353159261583332729e+01 7.724810130225723520e-05
1.186308757844977579e+00 5.622302563118437152e-02 1.744663611212776644e+01 1.325885927234539796e+00 -8.157163654188456237e-01 4.329104184555738200e-01 5.686143890594077099e+00 5.556555400752849656e-03 2.947986575006529900e-02 6.843170851137263533e+00 1.693137325281395683e-02 1.390222921894026797e-01 2.697397960522753685e-02 1.390222921894026797e-01 -1.421188354492187500e+00 -3.388561343611808052e+00 1.353159261583332729e+01 4.038512998450090579e-05
1.186914817329767891e+00 1.357911409323902807e-01 2.371660974590658100e+01 1.798211495336345944e+00 -8.220035391343447628e-01 -1.992403126690261983e-01 5.338365074847986946e+00 1.229166497251622543e-03 7.885962643503517666e-03 9.965379828657230377e+00 2.112415495886078159e-02 1.362597822817993853e-01 2.664693997496698011e-02 1.362597822817993853e-01 -2.467056274414062500e+00 -3.571057450175214143e+00 1.353159261583332729e+01 1.182360102750263717e-05
1.186356211415253048e+00 9.013572392540475028e-03 2.977462010362001621e+01 2.608626607133555098e+00 -8.324162440606038826e-01 -3.469307515111912377e-01 5.628001725750545248e+00 1.032382515815904837e-03 1.370371785998807102e-02 1.539621365544406650e+00 1.882987644990558734e-02 1.397661095630756134e-01 2.602765137347929844e-02 1.397661095630756134e-01 -5.108337402343750000e-01 -3.425580241781791546e+00 1.353159261583332729e+01 9.671779067963294854e-05
1.185775213998348399e+00 1.141704364774265151e-01 1.874537972872116853e+01 1.363681829388454059e+00 -8.149105637110549694e-01 2.583966803065924633e-01 5.086937254864263735e+00 1.066426658476504101e-03 4.398050788519736187e-03 2.035811660620536756e+00 1.929404581243449740e-02 1.371417883930771409e-01 2.704755201042722754e-02 1.371417883930771409e-01 -2.350616455078125000e+00 -3.727325006763507087e+00 1.353159261583332729e+01 1.136194807179844460e-05
1.186633924837708687e+00 1.128999869759579194e-01 1.649248222704390088e+01 1.093146782777616677e+00 -8.218359852760661610e-01 4.942170357244010104e-01 5.863130740278538866e+00 2.136506222098795427e-02 2.904470053302090314e-03 1.029298181409899193e+01 1.696210530916842513e-02 1.367645844293464696e-01 2.652058442313294864e-02 1.367645844293464696e-01 -2.290451049804687500e+00 -3.275984431167517918e+00 1.353159261583332729e+01 1.894946814019428104e-05
1.185972326292264789e+00 9.640414300278626891e-02 1.859783327776313300e+01 1.383002235557510673e+00 -8.162667570457661226e-01 2.480348610657939767e-01 5.390476213803648164e+00 2.536061022034572301e-02 1.804471349910321404e-02 9.214053437759993359e-02 1.831002031910675121e-02 1.410098048914930347e-01 2.696424731760336396e-02 1.410098048914930347e-01 -6.037750244140625000e-01 -3.552473733867024475e+00 1.353159261583332729e+01 7.763067048758362650e-05
1.186526207807248490e+00 5.639291663545059619e-02 3.145679557719074992e+01 2.737916044817354511e+00 -8.395912949739994247e-01 -6.437761528016529011e-01 5.903786700846239022e+00 9.504262115211541129e-03 1.115595628499217902e-02 2.050634776130354719e+00 1.924657783599090580e-02 1.521174290961107289e-01 2.560159739357483616e-02 1.521174290961107289e-01 -4.220489501953125000e+00 -3.264690081915799347e+00 1.353159261583332729e+01 2.781615187704904955e-06
1.186514776375017233e+00 1.034589271549169326e-01 3.039275013035664230e+01 2.585068629366890747e+00 -8.426334460090662004e-01 -6.682283831850628353e-01 6.020377977068843478e+00 2.984617817598962317e-02 2.464084395920687967e-02 1.917458410705982441e+00 2.208344579565353627e-02 1.483901430431608937e-01 2.542154914929263543e-02 1.483901430431608937e-01 -3.800262451171875000e+00 -3.190140304926359249e+00 1.353159261583332729e+01 4.562216543506654132e-06
1.186481701781441522e+00 2.709052342396735952e-02 1.801863448152525393e+01 1.473609776493627788e+00 -8.112319270814480898e-01 4.033974147959928924e-01 5.314014577838661602e+00 2.958580110553751114e-02 1.943212549642681780e-02 7.718686116480840020e+00 1.938219050006245031e-02 1.387499006913984201e-01 2.727475703121318845e-02 1.387499006913984201e-01 -1.304016113281250000e+00 -3.607167636165306668e+00 1.353159261583332729e+01 3.648961122780779051e-05
1.185660276925823320e+00 2.649606325296881282e-02 2.215642231553138686e+01 1.784927577876026294e+00 -8.147071608733026382e-01 -8.554835425442874897e-02 5.670130352782086547e+00 1.701493646698681167e-02 7.607687608508303771e-03 8.827643948842158750e+00 1.573541426776809207e-02 1.506362678790777454e-01 2.709991164176534656e-02 1.506362678790777454e-01 -7.194076538085937500e+00 -3.401238375098853961e+00 1.353159261583332729e+01 1.240459065770416198e-07
