# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185511234938766645e+00 5.534152787465823967e-03 1.163136076191988089e+01 2.488500694876902397e+00 1.015998612377778221e+00 6.382176818008409747e+00 8.126546346209942429e-02 7.662902890162545666e-02 6.732468202460149875e+00 1.221558695617925780e-02 2.408620861919733014e-01 1.000000000000000056e-01 2.408620861919733014e-01 -2.551218208984380453e+00 -6.397748112477144922e+00 1.921546957968777036e+01 5.931224292049057378e-04
1.185619799228383009e+00 5.699863930378610416e-03 1.161784681963154142e+01 2.435752109393543474e+00 -1.325820418584606974e+00 5.863599188717427246e+00 8.176450339385502031e-02 7.367304674226993200e-02 5.702899263079491021e+00 1.191721114546862026e-02 2.411148779258474595e-01 6.310681373972405403e-04 2.411148779258474595e-01 -7.909744435156255804e+00 -6.685508700375811131e+00 1.921546957968777036e+01 2.094079381931482608e-06
1.185539110868922608e+00 5.222558289780952247e-03 1.161701907741660555e+01 2.434649226820040369e+00 -1.115812739309057999e+00 6.070241891689129865e+00 7.528206814280995196e-02 8.561888820455336446e-02 4.071825604115629105e+00 1.190632612371441551e-02 2.411171195685259949e-01 1.007450456739485004e-03 2.411171195685259949e-01 -6.166971395703143344e+00 -6.569589675902413717e+00 1.921546957968777036e+01 1.343423211524151258e-05
1.185614660707381862e+00 3.656628609856429988e-03 1.166331623689789687e+01 2.476741626420622566e+00 -3.971312442739121984e+00 6.536460760503326917e+00 7.704101464485446638e-02 8.388966919639832820e-02 7.046135827444751421e+00 1.223036608191211717e-02 2.403318276738310999e-01 1.521415159963615587e-06 2.403318276738310999e-01 -6.051743870312520812e+00 -6.314117195092985746e+00 1.921546957968777036e+01 1.946282218349229293e-05
1.185566111835654413e+00 5.362397033173341328e-03 1.163979071166470192e+01 2.382639598161704786e+00 -4.450925066873678282e-01 6.393469329613027163e+00 8.579494298966383603e-02 7.319737787329227974e-02 1.310127107082319498e-01 1.171669673128884065e-02 2.407257786509121589e-01 5.056459393091264527e-03 2.407257786509121589e-01 -4.353478154687536517e+00 -6.391555443185939822e+00 1.921546957968777036e+01 9.842881126601351466e-05
1.185561468494752857e+00 1.041768275192066174e-03 1.168432314851633258e+01 2.395118732642279369e+00 1.831586516889292804e-01 6.325182520014904775e+00 7.592394121053182288e-02 8.210632015125035599e-02 1.067216365781037624e+00 1.187138951806455955e-02 2.399646397236018247e-01 2.122906283181776391e-02 2.399646397236018247e-01 -3.216618435546877208e+00 -6.428851688808562059e+00 1.921546957968777036e+01 2.955674394032083152e-04
1.185642152012420070e+00 4.683856283198845581e-03 1.164183823768104276e+01 2.490836772846759306e+00 -1.840574585465584834e+00 6.199760174267479051e+00 7.710418516144069978e-02 8.877821611979409833e-02 3.494451151184389204e+00 1.224714611057884685e-02 2.407053322880175483e-01 1.998186298702639007e-04 2.407053322880175483e-01 -2.611738492968754599e+00 -6.497678334587159377e+00 1.921546957968777036e+01 5.051979481149019994e-04
1.185521880604611278e+00 5.687691973446722463e-03 1.163208220161590845e+01 2.324000793251172148e+00 -2.719104423953778937e+00 6.325738268734818703e+00 8.849513917608127500e-02 8.203483714083048550e-02 6.185944979193793714e+00 1.141131042893121263e-02 2.408508472556054603e-01 2.663292786326513524e-05 2.408508472556054603e-01 -3.752006192187508304e+00 -6.428543578633811428e+00 1.921546957968777036e+01 1.730909857908767286e-04
1.185617570763840778e+00 3.390787287035834587e-04 1.168259837151976832e+01 2.219140890619891060e+00 -2.720520778839496057e+00 6.559460769202942743e+00 7.903186103825617093e-02 9.103043159631579728e-02 6.970788071343894110e+00 1.099359589025337806e-02 2.400041231249092633e-01 2.574229244996875416e-05 2.400041231249092633e-01 -7.560168046874991887e+00 -6.301754767105199662e+00 1.921546957968777036e+01 4.359879164939743860e-06
1.185527509867473128e+00 4.518475841314937951e-03 1.163666374213528520e+01 2.445666691297029516e+00 -3.126467819980281782e+00 6.035142182624696261e+00 8.074255699998580948e-02 7.590784300190914213e-02 1.111171165987789422e+00 1.201112724069882710e-02 2.407759908431200691e-01 1.017181511365197464e-05 2.407759908431200691e-01 -3.829061589062490611e+00 -6.589189549827863424e+00 1.921546957968777036e+01 1.364715294760815922e-04
