# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185727646241024225e+00 4.821081115621885654e-02 1.648956860477450093e+01 5.875754202078357080e-01 -4.807932254980031850e+00 5.703926622313043815e+00 4.016860909545751784e-02 4.589855145002333381e-02 3.819077774569955785e+00 2.219771253150912629e-02 1.800700178078294966e-01 2.054963784449828799e-07 1.800700178078294966e-01 -2.921478271484375000e+00 -6.773462066004584337e+00 1.234728253479062765e+01 9.021527513461325592e-06
1.185612223534710852e+00 4.757529274360791649e-02 1.683915647861491394e+01 1.760711890948459812e-01 -3.960836395671855747e+00 5.842671557296326590e+00 2.909027800875216632e-02 3.435480680841376117e-02 4.291882669028084685e+00 2.594866316925550226e-02 1.771041126063391813e-01 1.422976621738594703e-06 1.771041126063391813e-01 -2.221221923828125000e+00 -6.694677322931242180e+00 1.234728253479062765e+01 1.966134957040885787e-05
1.186589741239123530e+00 4.579467336288732537e-02 1.691510138754089354e+01 1.208861974873110534e-01 -1.498782792511056394e+00 5.680113716987968076e+00 2.810205325204848809e-02 1.478029615379546861e-03 1.049164197082399497e+00 2.348949571105568221e-02 1.766865606461965887e-01 3.938208948195737647e-04 1.766865606461965887e-01 -2.583007812500000000e+00 -6.786637013195746526e+00 1.234728253479062765e+01 1.248976087852870273e-05
1.185713866158669916e+00 4.635825978286944871e-02 1.640305037405104471e+01 1.015700236272492951e+00 -1.922099504873510778e+00 5.630349414580394729e+00 4.768856753349285521e-02 9.558549348346784963e-03 5.084412627579300015e+00 2.695010150625117007e-02 1.809289568490396460e-01 1.509376712618896283e-04 1.809289568490396460e-01 -4.650543212890625000e+00 -6.815867270388287658e+00 1.234728253479062765e+01 1.534406285207239432e-06
1.186858216274724542e+00 4.889762932187135397e-02 1.662244421218425572e+01 3.444972651620505921e-01 2.919623261781323365e+00 5.733321862354543441e+00 2.851961150155455857e-02 3.868361649640376931e-02 3.993081120324876387e+00 2.163009459991546701e-02 1.790163462027746788e-01 1.000000000000000056e-01 1.790163462027746788e-01 -2.875488281250000000e+00 -6.755636635335273255e+00 1.234728253479062765e+01 9.616006829652068856e-06
1.186192151016363772e+00 4.764471665539878054e-02 1.654685740079011680e+01 5.443894357234604353e-01 6.552782704972587524e+00 5.948880990041812034e+00 1.332524815821045649e-02 9.630457330476955083e-04 1.854580863893325215e+00 2.454304831822372995e-02 1.796595231883801325e-01 1.000000000000000056e-01 1.796595231883801325e-01 -2.664688110351562500e+00 -6.634260290222198542e+00 1.234728253479062765e+01 1.340470284600637997e-05
1.186170747347962351e+00 4.639537137682075985e-02 1.688475717378860352e+01 1.368542751135047308e-01 -7.570987846605135019e-01 5.889192215778982664e+00 2.830725730931584003e-03 3.125845751170995557e-02 6.399096819003507797e+00 2.363770183711194281e-02 1.768559772370746908e-01 2.206995152607087347e-03 1.768559772370746908e-01 -1.577438354492187500e+00 -6.668038650922381905e+00 1.234728253479062765e+01 3.843917028538221264e-05
1.186427766905187475e+00 4.776924857730514840e-02 1.673733042586206210e+01 2.362940946627323791e-01 3.487409070991898119e+00 6.136587951805794638e+00 4.554171562945379809e-02 5.010832376382274439e-02 1.707648941836747092e+00 2.243969807675106135e-02 1.780479435235514662e-01 1.000000000000000056e-01 1.780479435235514662e-01 -2.397796630859375000e+00 -6.529252350497060320e+00 1.234728253479062765e+01 1.944334832730591645e-05
1.185645505380311215e+00 4.731055847583794105e-02 1.710422384340760971e+01 4.522663558486955671e-02 4.397364045423024059e+00 5.636129838467727637e+00 8.732766273870883750e-03 3.447447391881883899e-02 7.833370217252883627e+00 2.565221055610633627e-02 1.749395450199144886e-01 1.000000000000000056e-01 1.749395450199144886e-01 -1.070144653320312500e+00 -6.812495810982957423e+00 1.234728253479062765e+01 5.525249735174892895e-05
1.185859968257498620e+00 4.777399149235694864e-02 1.704977302218994595e+01 5.327678433855187468e-02 3.098753253007937136e+00 5.806247859274589196e+00 7.415451648086750051e-03 4.855350966756601105e-02 5.054967591319907250e+00 2.281693859599306234e-02 1.753811140594400686e-01 1.000000000000000056e-01 1.753811140594400686e-01 -2.756500244140625000e-01 -6.715098622664745776e+00 1.234728253479062765e+01 1.348017738528536360e-04
1.187010138012982940e+00 4.792681679473222156e-02 1.675013345628397943e+01 2.189887408228914367e-01 2.727242267515497254e+00 6.182203677073714765e+00 2.958705249585942207e-02 6.050705440930828280e-03 7.951454944409590553e+00 2.210868797857513945e-02 1.780001681024181992e-01 1.000000000000000056e-01 1.780001681024181992e-01 -2.723373413085937500e+00 -6.503489506106236107e+00 1.234728253479062765e+01 1.440666699821346881e-05
